         1485917 function calls (1462274 primitive calls) in 83.220 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 _distributor_init.py:17(__enter__)
        1    0.000    0.000    0.003    0.003 data.py:5(<module>)
      792    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
        1    0.000    0.000    0.003    0.003 basic.py:7(<module>)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
      111    0.000    0.000    0.003    0.000 textwrap.py:356(fill)
     7306    0.002    0.000    0.003    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.003    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.003    0.003 generic.py:101(_lexer)
        1    0.000    0.000    0.003    0.003 generic.py:105(_make_lexer)
     1357    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:78(acquire)
      111    0.000    0.000    0.003    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.003    0.003 font_manager.py:883(json_load)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.002    0.002 iterative.py:1(<module>)
      336    0.001    0.000    0.002    0.000 inspect.py:1799(_signature_bound_method)
        1    0.000    0.000    0.002    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 threading.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
      429    0.001    0.000    0.002    0.000 copy.py:66(copy)
        2    0.000    0.000    0.002    0.001 __init__.py:299(loads)
     1357    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
        2    0.000    0.000    0.002    0.001 decoder.py:332(decode)
      834    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:151(__exit__)
        2    0.001    0.000    0.002    0.001 decoder.py:343(raw_decode)
       48    0.001    0.000    0.002    0.000 misc.py:518(__init__)
       85    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
        6    0.000    0.000    0.002    0.000 patches.py:1830(_pprint_styles)
     2430    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x104da5778}
        1    0.000    0.000    0.002    0.002 header.py:3(<module>)
        1    0.000    0.000    0.002    0.002 inspect.py:27(<module>)
        1    0.000    0.000    0.002    0.002 gridspec.py:14(<module>)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:10(<module>)
        1    0.000    0.000    0.002    0.002 generic.py:97(_parser)
        1    0.000    0.000    0.002    0.002 generic.py:173(_make_parser)
      832    0.000    0.000    0.002    0.000 generic.py:515(to_string)
   121/59    0.001    0.000    0.002    0.000 pyparsing.py:3663(<listcomp>)
        1    0.000    0.000    0.002    0.002 exceptions.py:1418(_build_doc_string)
     3329    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(parent)
      675    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        2    0.000    0.000    0.002    0.001 exceptions.py:1419(generate_set)
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
        2    0.000    0.000    0.002    0.001 registry.py:78(get_formats)
      168    0.000    0.000    0.002    0.000 docstring.py:90(dedent)
       33    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
    14900    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.002    0.001 table.py:1114(pformat)
        2    0.000    0.000    0.002    0.001 pprint.py:463(_pformat_table)
        1    0.000    0.000    0.002    0.002 fitpack.py:1(<module>)
       54    0.000    0.000    0.002    0.000 __init__.py:961(_open_file_or_url)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3590(<listcomp>)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1170(_trim_arity)
     1536    0.001    0.000    0.002    0.000 colors.py:116(_is_nth_color)
        1    0.000    0.000    0.002    0.002 path.py:10(<module>)
    20262    0.002    0.000    0.002    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.002    0.002 data.py:42(Conf)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1391(setParseAction)
      285    0.000    0.000    0.002    0.000 function_base.py:431(add_newdoc)
      451    0.001    0.000    0.002    0.000 functools.py:37(update_wrapper)
     1273    0.001    0.000    0.002    0.000 core.py:1535(_generate_doc)
        1    0.000    0.000    0.002    0.002 soco.py:6(<module>)
      832    0.001    0.000    0.002    0.000 generic.py:27(_to_string)
      110    0.000    0.000    0.002    0.000 latex.py:65(to_string)
        1    0.000    0.000    0.002    0.002 nonlin.py:106(<module>)
       23    0.000    0.000    0.002    0.000 pyparsing.py:1178(extract_stack)
        1    0.000    0.000    0.002    0.002 pyplot.py:2043(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.002    0.002 __init__.py:8(<module>)
       28    0.000    0.000    0.002    0.000 contextlib.py:107(__enter__)
     2090    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
       10    0.000    0.000    0.002    0.000 pyparsing.py:2860(__init__)
     9729    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
    16120    0.002    0.000    0.002    0.000 core.py:1574(name)
     5681    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.002    0.002 numerictypes.py:81(<module>)
        1    0.000    0.000    0.002    0.002 distance.py:73(<module>)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
       23    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        7    0.000    0.000    0.002    0.000 _datasource.py:228(open)
        1    0.000    0.000    0.002    0.002 si.py:5(<module>)
      375    0.000    0.000    0.002    0.000 inspect.py:2843(replace)
       71    0.000    0.000    0.002    0.000 linecache.py:15(getline)
    17611    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
       10    0.000    0.000    0.002    0.000 pprint.py:193(_pformat_col)
      666    0.000    0.000    0.002    0.000 core.py:528(__repr__)
     8215    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
     6667    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
     2855    0.001    0.000    0.002    0.000 core.py:2120(<lambda>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.002    0.002 lex.py:863(lex)
       23    0.000    0.000    0.002    0.000 traceback.py:318(extract)
       71    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
        7    0.000    0.000    0.002    0.000 nonlin.py:1498(_nonlin_wrapper)
        3    0.000    0.000    0.002    0.001 linecache.py:82(updatecache)
     72/4    0.000    0.000    0.002    0.000 pyparsing.py:1700(_parseCache)
        1    0.000    0.000    0.002    0.002 context.py:1(<module>)
        2    0.000    0.000    0.002    0.001 table.py:282(__init__)
       80    0.000    0.000    0.002    0.000 docstring.py:109(dedent_interpd)
        1    0.000    0.000    0.002    0.002 logger.py:2(<module>)
        1    0.000    0.000    0.002    0.002 lex.py:211(readtab)
     4529    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
     5460    0.001    0.000    0.002    0.000 inspect.py:63(ismodule)
        5    0.000    0.000    0.002    0.000 constant.py:33(__new__)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
        2    0.000    0.000    0.002    0.001 table.py:651(_init_from_list)
        1    0.000    0.000    0.002    0.002 table.py:4(<module>)
        2    0.000    0.000    0.002    0.001 utils.py:8(<module>)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        2    0.000    0.000    0.002    0.001 triangulation.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:46(<module>)
      290    0.000    0.000    0.002    0.000 core.py:2151(is_unity)
        1    0.000    0.000    0.002    0.002 subprocess.py:42(<module>)
        1    0.000    0.000    0.002    0.002 backend_agg.py:21(<module>)
        1    0.000    0.000    0.002    0.002 np_utils.py:6(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
     2304    0.001    0.000    0.002    0.000 core.py:541(<listcomp>)
        7    0.001    0.000    0.002    0.000 _distn_infrastructure.py:1719(cdf)
        2    0.000    0.000    0.002    0.001 __init__.py:19(<module>)
        1    0.000    0.000    0.002    0.002 logger.py:47(Conf)
    13643    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 core.py:8(<module>)
    13290    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
      199    0.000    0.000    0.002    0.000 re.py:185(sub)
        1    0.000    0.000    0.002    0.002 table.py:2(<module>)
        1    0.000    0.000    0.001    0.001 artist.py:1217(get_setters)
     1350    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        1    0.000    0.000    0.001    0.001 morestats.py:1(<module>)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
     4791    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
       85    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        7    0.000    0.000    0.001    0.000 _datasource.py:578(open)
     2698    0.001    0.000    0.001    0.000 utils.py:173(sanitize_scale)
        7    0.000    0.000    0.001    0.000 Synthetic_credible_all_params.py:42(print_min_max_avg)
      427    0.001    0.000    0.001    0.000 font_manager.py:850(_json_decode)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       22    0.000    0.000    0.001    0.000 fromnumeric.py:3014(mean)
     4458    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
      830    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4425(parseImpl)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      906    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.001    0.001 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
      281    0.001    0.000    0.001    0.000 enum.py:836(__and__)
        1    0.000    0.000    0.001    0.001 core.py:29(<module>)
     2600    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      675    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
       22    0.000    0.000    0.001    0.000 _methods.py:58(_mean)
       11    0.000    0.000    0.001    0.000 decorator.py:202(create)
        1    0.000    0.000    0.001    0.001 photometric.py:9(<module>)
     2025    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
     3876    0.001    0.000    0.001    0.000 inspect.py:2799(<genexpr>)
        2    0.000    0.000    0.001    0.001 __init__.py:6(<module>)
        4    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
       52    0.000    0.000    0.001    0.000 abc.py:125(__new__)
        1    0.000    0.000    0.001    0.001 constructor.py:3(<module>)
     1384    0.001    0.000    0.001    0.000 core.py:1602(_inject)
      830    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 html.py:9(<module>)
      336    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
       20    0.000    0.000    0.001    0.000 pyparsing.py:4280(parseImpl)
        9    0.000    0.000    0.001    0.000 decorator.py:225(decorate)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
      111    0.000    0.000    0.001    0.000 textwrap.py:336(_split_chunks)
     3612    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5364(_makeTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5393(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 constant.py:3(<module>)
        5    0.000    0.000    0.001    0.000 decorators.py:854(wrapper)
        1    0.000    0.000    0.001    0.001 _differentiable_functions.py:1(<module>)
       12    0.001    0.000    0.001    0.000 artist.py:1125(<listcomp>)
      140    0.001    0.000    0.001    0.000 constant.py:34(wrap)
        1    0.000    0.000    0.001    0.001 file.py:4(<module>)
     3022    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.001    0.001 financial.py:12(<module>)
     3537    0.001    0.000    0.001    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.001    0.001 constructor.py:163(SafeConstructor)
        5    0.000    0.000    0.001    0.000 codegen.py:27(make_function_with_signature)
      142    0.000    0.000    0.001    0.000 core.py:609(__format__)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
